sqft_lot,price
8936,333000
23790,759950
9000,345000
5831,350000
14200,198000
11294,730000
9600,266200
10160,1.06E+06
20450,95000
12731,430000
9731,650000
5071,379900
1222,325000
8449,455000
3797,392000
7811,373000
8227,951250
14350,502000
40588,362500
3500,525000
11680,580000
9425,278000
4800,422500
5400,783200
6628,715000
2212,472217
4030,244615
14288,385000
6600,549995
15151,959900
7200,510000
12669,367000
8410,375000
1334,500000
1334,489000
700,340000
5978,562000
7478,489950
9600,652000
7090,472000
9244,333000
7350,560000
20107,799000
9200,860000
55931,449500
11500,692500
11400,925000
2856,267500
6018,396800
8058,220000
56192,892500
10311,455500
11250,743000
17925,338000
13115,332000
4000,563225
20609,1.15E+06
5000,645000
16000,739000
13446,435000
3800,995000
7357,520000
180263,400000
7641,440000
6010,440000
3900,738000
9848,250000
8580,338150
7371,425000
54450,883000
266151,510000
21303,950000
9656,435000
10226,415000
944,439000
6400,295832
9514,285000
5003,350000
972,489000
6930,304500
7313,288000
9512,417000
991,615000
4857,730000
3447,178500
9600,300000
8518,415000
15695,452500
15877,1.01E+06
7000,653000
5649,715000
4080,541000
7547,245000
10038,547000
12408,750000
12375,575000
8670,216000
4579,443000
6202,257700
9440,278000
3691,300000
7904,269100
10752,402500
7719,306888
14210,795000
5573,525000
12076,1.05E+06
6000,452000
5401,350000
6180,410000
3600,595000
4851,499000
7555,340000
7947,1.07E+06
52983,460000
5899,345000
7566,280500
6120,704000
40173,545000
7584,335000
7920,1.33E+06
8000,420000
5050,705000
10528,274900
3345,499950
7550,415250
7520,222000
42247,375000
5707,300000
8879,456700
5200,925500
15598,375000
15375,420000
7301,575000
1951,335000
7200,428000
34238,655000
4896,738000
3748,415000
6125,392000
4600,555000
2677,260000
10500,392500
17313,912000
7609,135000
77536,500000
7488,238000
5974,251000
5319,406500
10925,433495
6071,265000
7260,360000
12485,425000
11205,450000
8266,449900
5875,345000
35346,612500
7650,317000
3880,585000
14292,455000
51908,1.04E+06
3463,497000
6315,226750
7102,385000
5025,205000
13093,745000
4770,371000
8504,545000
5460,443000
6350,287000
7577,194000
7650,265000
10004,1.14E+06
12793,699950
7000,433000
2693,200000
25160,289571
11034,440000
8360,400000
15000,589000
97661,850000
3000,520000
1248,555000
5082,470000
1158,207000
9650,379750
4600,709000
9864,240000
10497,445500
7863,1.31E+06
10125,210000
5895,603000
10012,720000
5500,92000
5000,600000
13950,725000
10300,409950
7167,515000
11640,495000
10200,998000
8767,630000
7480,410000
11580,602000
10232,750000
9316,711600
8709,1.05E+06
35265,700500
18618,710000
13085,250000
8400,350000
29699,475000
7200,200000
7000,450000
4641,316000
4920,310000
11975,392000
1254,521000
7110,495000
8084,209000
9900,809950
224769,400000
7292,415000
76665,411000
3600,825000
1384,436000
8331,460000
5782,281000
7680,976000
10364,485000
9240,429000
7428,729000
4757,625000
9328,218500
8395,175000
8200,442500
3000,480000
9668,715500
7350,432500
18741,875000
13332,605000
12941,1.69E+06
12662,318000
7228,311300
7904,325000
3705,795000
10358,558000
18645,370000
7245,598850
9722,515700
5013,458000
13000,583500
4166,653750
4725,299000
57499,532000
13391,819000
9000,945000
9696,608700
6122,812000
8970,464000
35081,950000
4297,700000
4219,435000
14400,229500
22672,1.58E+06
13439,265000
64468,995000
9380,590000
17833,740000
7710,360000
7200,548500
4788,599000
20820,615000
6600,292000
30649,899000
6500,500000
11550,580000
6268,580000
5000,594000
7600,500000
8056,550000
6260,275000
7420,390000
8500,1.25E+06
15340,250000
5400,405000
7000,213950
11340,232000
10800,207000
30346,310000
5000,540000
4000,750000
7303,392500
12220,305000
9157,735000
6137,575000
5000,175000
6633,291000
8970,791500
9659,475000
11400,238950
1257,470000
15324,420000
7605,440000
4300,656000
4310,559950
5416,600000
12000,255000
7076,210750
2560,485000
8076,390000
12600,405000
4500,462500
14073,435000
5434,440000
7650,299950
1024,440000
11877,312620
12324,372500
8076,297262
7245,735000
5034,430000
9750,241000
9750,201000
4000,570000
9600,538000
4244,729000
14756,331500
8064,110700
8448,245000
7111,427000
5940,650500
7440,335900
5133,535000
2400,360000
8100,294900
5934,460000
38900,1.77E+06
4400,463000
43560,332000
8116,199500
8116,247000
14024,442500
237402,600000
3827,449000
4500,725000
7900,215000
6549,582500
9371,305000
7650,734000
10072,300000
71874,525888
4400,711000
12282,360000
12350,357000
9266,235000
9720,550000
7202,324000
9239,420000
7693,450000
6770,825000
6234,272000
15653,481000
3400,500000
3780,448000
4220,480000
2890,475000
2383,472500
7616,291000
5250,294000
12688,1.01E+06
3129,442500
8424,170000
16304,1.58E+06
6000,665000
142725,1.61E+06
5000,675000
10000,279900
3245,875000
3867,571000
5060,320000
35021,525000
20666,1.65E+06
5082,137900
57063,440000
3870,360000
9576,271000
23326,465000
4596,280000
6350,283000
7208,411500
7548,282000
1499,535000
4350,554729
4350,868000
65340,427000
6000,455000
8500,595000
5240,400000
12415,770000
3773,742500
15600,1.25E+06
13775,375000
17853,1.56E+06
22880,545000
16625,1.05E+06
8500,1.57E+06
11163,178000
10390,262500
5000,730000
10453,395000
6650,355000
8541,299990
422096,1.13E+06
11200,425000
7552,349000
4816,554950
8064,326000
6975,580000
18455,699000
11290,757000
7920,335000
28500,660000
7334,540000
8625,320000
7918,280000
10931,324000
7735,300000
10000,360000
10153,600000
92347,950000
1804,599950
7920,190000
9002,350000
4600,522000
10809,850000
8800,308000
5000,1.02E+06
5100,397500
7967,186000
12429,436500
4923,710000
6360,1.38E+06
10682,450000
5240,375000
14659,315000
4165,467500
7316,330000
54450,665000
3889,760000
800,469000
1473,408000
10350,851000
3926,410000
10500,235000
4500,207100
16360,560000
12786,903000
4800,998500
13600,268500
33000,494950
11200,1.13E+06
12096,250000
54450,449000
7700,1.23E+06
7700,325000
8000,506000
6538,751000
22326,280000
60373,1.12E+06
81021,580000
5300,665000
8515,450000
117176,389900
5252,427000
12618,265000
2996,398000
4500,354000
6086,339950
4000,399000
5000,325000
8000,998800
2248,350000
11436,1.00E+06
5277,561000
6685,245000
6685,570000
4000,845000
9600,314500
9370,650000
5000,298000
3200,500000
12248,870000
6732,299000
6450,527000
7638,420000
8764,290000
19200,1.66E+06
9334,499990
4000,315000
26266,425000
46609,630000
7205,365000
7000,774000
12186,368888
7862,339500
7500,344950
17688,450000
6626,814950
5730,299900
7828,315000
9000,880000
5200,195000
8279,910000
10189,540000
5874,306000
7600,272000
8504,1.30E+06
9258,450000
12793,450000
11075,310000
11285,530000
10125,435000
11222,485000
4000,690000
4000,305000
7000,300000
5050,289950
9600,575000
53330,1.82E+06
9600,219000
8170,265000
5000,1.11E+06
7590,200000
8480,545000
8404,378000
4800,388000
8384,425000
746,536000
23180,1.18E+06
1620,629950
5350,465000
40510,545000
11165,592000
43692,446000
816,375000
7096,632500
9747,459950
35073,485000
11330,255000
7200,251750
6300,725000
1194,460000
6341,625000
6760,530000
8172,394950
9240,324950
1985,330000
8171,220000
11070,685000
7680,500000
9426,368000
7975,825000
2774,660000
7416,253000
19923,392500
5400,605000
10384,215000
15000,650000
8000,877500
8450,232500
3624,234000
104108,380000
64033,420000
9600,399950
8991,256750
9626,535000
2738,515000
8442,770000
5113,256000
8910,489900
7200,165000
7742,220000
20793,575000
5725,375000
7145,422250
9600,420000
7140,608000
4000,620000
12406,850000
9928,463000
13290,750000
13264,1.07E+06
6498,290000
5959,525000
2980,319000
8504,592500
14298,350000
9775,454900
9018,272000
10125,357500
5000,285000
6861,280000
7800,477000
168000,750000
3125,595000
2850,525000
53400,319000
5665,225000
10603,485000
4814,341000
6744,674000
8169,442250
38180,591000
8928,276000
4400,394000
3192,355000
14850,260000
9620,300000
9620,310000
6900,209000
7419,344950
7200,230000
7680,336950
7378,700000
7332,230000
21781,443500
21781,471000
16301,595000
4914,470000
7800,600000
9525,1.38E+06
13241,427800
8395,445000
7679,382000
20251,577000
108464,427000
8206,255000
10000,240000
6551,1.23E+06
7200,435000
13529,1.45E+06
5502,425000
4200,393000
7500,264950
9699,746500
8100,450000
7466,229950
4000,425000
26211,2.56E+06
66613,1.40E+06
9047,753000
5750,310000
6014,395000
28703,725000
7650,295000
8820,225000
35153,1.70E+06
8831,431000
8057,358500
3600,595000
20682,468000
8100,260000
7300,375000
4200,295000
8909,403900
12823,269950
1975,640000
8789,221000
7532,255000
4469,300000
7410,270000
5750,575000
9800,246900
1132,635000
67756,450000
7500,215000
21870,785000
8154,522500
1934,150000
18537,199950
12445,3.00E+06
44967,379900
7051,950000
5150,865000
9600,785000
8400,245700
12825,951000
3500,499950
36537,257000
3600,549000
21052,1.60E+06
7920,1.40E+06
3000,619000
5917,311000
7781,600000
5267,1.08E+06
6600,436000
8000,205000
54014,514000
2983,530000
6983,511000
19865,2.10E+06
5460,370000
6000,500000
129808,710000
5196,270000
8400,415000
15580,1.80E+06
8976,236000
2229,278000
5338,312000
5338,539000
2750,498000
29043,857000
13500,780000
5000,650000
7088,559500
6448,219950
8410,671500
52707,813000
8875,182000
2500,203700
3600,740000
17965,230000
11117,128000
6628,345000
6246,663000
8085,329950
7005,1.05E+06
4050,402300
16164,492000
5000,448000
7800,273000
7200,335000
3600,695000
7903,279000
2700,485000
10580,383000
37451,490000
1263,240000
7250,285000
24539,524950
27081,729000
8250,460000
2114,687500
15118,1.17E+06
10050,825000
6359,314950
12669,470000
8815,500000
7260,313000
3840,445000
8750,300000
5077,619500
5240,305000
941,874000
5146,477500
4500,700000
5222,515000
9385,590000
8239,205000
9302,310000
7280,442500
41458,1.08E+06
46609,530000
6204,343500
4066,334900
9000,544300
4050,370000
6908,245000
3250,535000
6550,202000
4960,490000
3075,651500
8056,270000
8072,1.16E+06
1309,289000
13503,240000
6117,790000
9621,350000
1682,246950
6000,400000
6394,533000
8645,198400
8547,495000
14565,862000
14565,870000
9726,875000
5840,317000
6838,325000
5000,615000
7846,334950
7807,775000
9135,600000
2218,565000
5026,292500
10418,825000
156816,495000
4773,525000
2500,438600
8158,507000
8400,275900
6251,1.17E+06
6000,275000
3060,355000
9579,233000
5000,666000
9000,317500
10319,420000
8800,290000
10758,320000
5284,650000
7171,325000
5000,165000
16194,500000
12197,443000
8686,213400
9380,480000
7233,275000
3044,299880
1501,499950
17100,1.71E+06
9460,550000
7476,300000
4000,920000
15929,2.30E+06
3060,620000
20400,253500
13777,978000
9856,387500
6906,325000
1308,568000
7754,525000
12708,560000
4075,394000
4956,484950
12690,1.30E+06
2767,315000
32496,590000
5700,106000
9528,751000
3500,474000
3171,189000
3172,440500
2216,1.02E+06
4667,589000
7651,273000
18892,950000
1055,277700
8163,299900
15603,235000
4800,464000
9826,281000
8870,320000
6302,282000
8900,745000
3900,245000
3900,250000
2374,470000
1077,216650
8412,440000
7972,590000
35283,935000
5717,848000
5823,827500
3192,1.13E+06
5663,630000
9022,340000
10918,570000
5575,2.75E+06
9614,514500
12625,360000
8775,228900
4000,660000
5800,647000
8625,366000
7986,354000
5900,850000
5782,496700
8300,300000
8075,390000
7200,350000
7200,561000
10065,475000
1174,275000
13500,290000
6725,199000
4338,279900
5500,1.66E+06
10200,405000
15860,615000
12543,268000
5444,451000
9854,850000
16553,1.18E+06
6150,245000
3340,450000
1168,370350
1256,543000
8975,265000
4611,497000
9727,419000
4500,545800
10730,403000
8235,195000
2600,1.13E+06
8925,255000
8040,500000
5390,855000
9200,390000
8470,339000
3672,1.33E+06
17918,429900
8560,370900
7636,457500
2601,499000
11500,225000
4000,615000
1146,455000
7500,458000
7416,580000
8019,966000
10332,240000
3298,229050
1407,328500
10100,319000
5000,650000
1971,398500
16306,250000
11989,815000
5002,1.07E+06
219542,510000
6138,156000
7264,254500
15020,760000
6732,210000
7715,349950
6784,676000
3052,475000
4392,880000
26162,1.21E+06
5000,420000
8114,607000
19283,475000
2500,395000
10454,650000
85377,625000
42159,849000
9480,429950
5260,825000
5000,505000
2828,265000
8400,283000
7500,560000
13636,765000
31411,610000
4799,589000
8580,192500
13363,3.20E+06
6120,550000
3760,460000
11385,264500
2496,339000
4200,950000
9718,677500
8120,690000
7452,312000
11617,840000
5100,357500
6480,675000
11441,515000
1860,491234
6265,290000
7820,490000
10424,810000
13200,252000
9719,299999
5000,400000
6000,530000
53882,357000
5555,365000
5060,804000
2640,808250
7289,360000
10956,240000
5840,335000
8775,380000
250470,350000
7955,194000
7194,310000
15134,315000
8050,258950
932,479000
9750,510000
6875,400000
38012,1.45E+06
5000,680000
5760,1.75E+06
9417,335000
9760,460000
8119,440000
2983,412250
4031,185000
8140,286500
6691,422000
35362,408000
19988,306500
5188,359900
6058,560000
21303,259875
21303,385000
16345,188000
5801,1.14E+06
10094,255000
8622,1.19E+06
4240,635200
8250,355000
1755,544000
3145,402000
4163,575000
9705,216000
9748,1.20E+06
6744,850000
1204,238000
4431,625000
4000,1.11E+06
5503,820000
5290,355000
7998,495000
33310,1.30E+06
4000,398750
7784,835000
10579,705000
5000,625000
6926,550000
5085,540000
2820,519000
8734,311000
7000,305000
35070,395000
6923,275000
1863,450000
6000,324000
12793,2.80E+06
2452,565000
7920,373000
1890,613000
9996,614000
8989,595000
12086,440000
12412,425000
6380,407000
9038,472000
1262,472000
28300,1.25E+06
5752,412000
5000,717000
7076,425000
7200,299999
7694,254000
10511,178500
3600,800000
5623,420000
9251,319900
7552,350000
17580,968000
1306,491000
9824,948000
9577,900000
9800,270000
7347,198000
21158,250000
3720,615000
7749,550000
3438,190000
11171,629000
8301,434000
4163,415885
3035,550000
6034,272000
35000,665000
7405,510000
17700,530000
16000,355000
9102,255000
9000,790000
9335,695000
8400,255000
5794,410000
16532,650000
3615,675000
1029,332888
6900,300000
11824,320000
10726,342500
72309,752875
26540,1.73E+06
1642,255000
9337,244000
11438,1.42E+06
12812,218000
10617,359000
13559,840000
226076,900000
65340,205000
7295,205000
5432,500000
5405,510000
244716,1.14E+06
3000,1.55E+06
61014,210000
32565,597500
101529,400000
6992,412000
1756,299950
4325,1.08E+06
8824,422500
10227,410000
7000,1.40E+06
8000,245000
12327,720000
7200,315000
1302,191950
5001,455000
3135,523000
4420,250000
4120,294000
6000,490000
5750,310000
10489,265000
10500,402000
188200,705000
7941,589450
8404,219950
5301,750000
6000,478000
7015,170000
31941,489950
16940,1.37E+06
7000,319950
4200,208417
5100,410000
4205,590000
10229,648000
6194,255000
3267,465000
10714,622000
9800,306000
5500,617000
6480,438750
4500,1.28E+06
8029,995000
74487,1.58E+06
5500,635000
9000,215000
1090,530000
4125,295000
6775,245000
17112,400000
8820,303000
9675,330000
13000,700000
4400,126000
35802,850000
7425,405000
4400,869900
6775,485000
1173,400000
4650,299950
9099,585000
5413,495000
17168,2.20E+06
14080,447000
9239,206000
4600,500000
5511,302500
13000,1.25E+06
5423,391000
5457,250000
5350,435000
14722,160000
6508,451000
7158,206000
5400,590000
17622,695000
40752,350000
4628,1.24E+06
11200,395000
9652,419000
4665,592350
5669,855000
7200,771000
43350,325000
6060,1.85E+06
6731,545000
5175,615000
7439,625500
15000,232000
7439,168000
7439,238000
7401,260000
7500,460000
11535,900000
8280,289950
5858,265000
20349,465000
7201,370000
9880,240000
5911,232000
7560,237502
5500,1.28E+06
11545,957000
4875,218000
8366,205000
1592,350000
5787,256000
7654,275000
9604,372000
9825,688888
24792,170000
7910,530000
7661,905000
5070,365000
10584,312000
7680,400000
5765,278750
11995,510000
806,527700
4000,740000
17209,512000
8216,362000
6600,225000
4322,491500
10230,429950
9800,375000
4000,199400
9346,364900
7560,324950
4000,467000
5400,380000
10850,250000
4021,700000
9620,206990
3400,670000
6969,315000
7500,319950
8272,419000
11419,205000
4745,335000
5100,397000
2020,370000
9920,330000
14300,1.79E+06
16300,399000
189486,400000
6404,249900
3880,717000
8336,319000
3800,635000
7573,355000
32840,1.60E+06
12519,585000
7800,320000
10200,305495
14690,240000
8750,199950
8114,1.62E+06
21744,770000
3179,255000
8925,289000
8804,494500
9619,746000
13000,385000
10513,688100
3150,870300
8474,310000
5654,500000
7770,255000
7080,1.48E+06
9465,154500
8058,425000
7491,700000
3943,410500
7080,432000
4080,530000
8640,465000
5600,498688
21450,573500
13474,349900
12519,220000
6771,260000
4000,290000
3240,615000
5638,730000
167869,1.95E+06
10500,332500
10120,650000
7800,1.40E+06
7194,465000
11820,690000
7004,289900
4000,1.62E+06
4286,339950
8000,367999
10079,380000
17100,440000
36450,975000
13560,309500
8201,350000
2521,215000
6000,254000
4275,567000
1173,402000
80150,365000
8408,625000
5160,432000
19090,335500
5940,672500
4310,336000
10183,294400
3054,541900
11400,505000
6176,255000
11970,435000
3600,636000
33106,655000
6988,280500
6141,520000
5476,354000
17654,810000
42884,400000
12000,879900
11358,1.29E+06
23522,902500
8400,900000
7200,419500
6000,685000
4524,429950
6000,464950
9000,239900
11524,406250
8027,447000
14250,466800
11560,674000
3200,525000
92347,674950
4950,374900
5000,1.44E+06
9250,559500
7875,522500
28008,1.13E+06
7420,498500
4000,571000
217800,543000
10248,271920
8254,104950
4500,485500
6982,1.21E+06
8357,260250
13292,875909
94525,455000
7500,309000
7688,229000
7900,250000
38141,600000
65836,535000
5186,571000
16920,1.03E+06
14930,600000
12000,469500
13170,1.15E+06
4000,785000
13695,872750
10214,900000
6620,350000
20440,2.58E+06
39960,940000
27810,185000
37122,850000
15273,201000
6549,499000
5190,315000
4668,509950
6405,286300
8325,590000
9384,325000
27806,625000
6914,378000
6900,239950
4500,550000
6180,325000
3905,831000
10296,249000
16730,484000
6278,395000
7462,839900
11000,760000
3300,750000
11265,3.00E+06
5800,440000
7523,501000
7500,739000
16200,685650
284011,1.01E+06
4000,980000
7184,275000
8045,319950
7943,448500
137565,437000
9448,330000
7700,365000
7700,329000
11700,681500
10140,566000
217882,897500
9112,738000
7800,185000
7200,445000
4920,175000
8556,315000
7400,445000
14990,1.40E+06
35100,832500
12320,771150
12559,225000
6396,389950
6082,435000
2538,845000
5500,1.30E+06
1796,350000
10400,250000
2096,370000
4553,750000
3000,439950
10219,395000
6820,375000
7748,263000
9198,185000
54315,500000
10045,920000
21802,936000
12757,1.50E+06
7200,1.10E+06
10875,247000
5525,289500
6396,432500
4320,680000
6000,589000
8400,756450
8910,536650
1800,540000
3850,385000
6120,485000
17652,240000
17652,415500
2688,550000
5400,1.26E+06
213008,430000
4257,415000
8200,365000
8500,257000
3821,420000
9450,338995
8280,615000
5570,312500
5684,513000
5040,857500
22343,1.06E+06
9500,585000
4950,350500
9312,215000
8400,440000
7800,270000
7020,385000
4125,688500
4905,700000
14467,585000
2625,401000
7725,655000
5400,317000
8155,500000
6350,314963
5060,715000
9600,280000
9736,531000
4488,617000
7560,440000
10114,140000
13125,661000
13125,697000
13297,1.20E+06
3515,535000
3060,404500
5110,396500
9488,450000
2400,605000
4320,699000
19023,805000
15000,156000
7064,595000
7200,285000
6055,725000
5000,216300
8450,410000
4600,597000
9300,325000
9375,355000
8215,338000
5393,210000
9000,423000
8554,249500
5105,325000
8223,257000
100623,550000
9638,490000
3838,299000
39639,295000
14463,630000
8474,320000
8640,1.11E+06
6458,398000
7874,218000
104108,590000
8239,1.60E+06
1824,348500
4751,592500
5957,505000
3600,1.43E+06
5000,502000
9265,257500
7500,405000
5111,427000
9997,290000
7695,222000
6097,315000
4500,371000
6620,279900
23522,250000
29930,599000
93218,267300
7200,585000
8268,350000
7700,506000
210830,400000
4495,151100
4495,251000
8140,555000
273556,467500
30378,479000
9350,247000
10875,299500
8970,306888
244807,675000
5265,577000
9936,219950
5500,375000
6820,650000
5000,975000
3720,229000
4000,575000
14880,815000
43560,525000
2805,471000
4333,450000
6150,590000
7260,744000
36114,460000
9389,299000
5120,231000
9600,195000
11500,305000
6200,895000
13300,1.11E+06
7954,339000
3520,885000
5236,375000
7400,367400
5398,700000
10360,667000
5250,200000
18414,552775
148975,452000
16050,418000
10128,601500
39639,600000
6481,340000
6752,310000
18000,290000
9255,438000
4408,718000
6600,200000
12150,479900
7877,400000
10042,219950
3381,300000
8775,437000
7210,350000
9293,626000
12032,490000
4700,289000
5100,595000
41804,676000
8028,389000
5000,240000
7079,382500
7293,511555
4125,710500
49928,429000
7500,170000
17820,2.14E+06
7200,480000
8395,1.67E+06
6535,225000
7224,615000
385506,438950
9856,242000
9686,560000
3960,857500
7864,685000
7336,486000
10338,749000
6298,260000
8502,1.02E+06
5111,565000
2502,355000
9970,775000
7305,335000
7800,1.30E+06
3000,545000
4240,540000
9377,687500
9812,115000
9812,227000
7621,870000
12164,1.19E+06
5000,375000
7200,902000
7276,269500
4750,570000
7590,359950
8301,1.45E+06
3427,615000
8701,250000
6788,530000
222156,474950
6480,490000
1157,210000
9225,265500
4800,1.46E+06
12128,310000
4108,324500
11000,599000
9958,525000
10304,400000
54977,887500
3325,344000
7434,525000
8000,385000
8633,820000
5000,1.31E+06
59800,549000
6771,180000
5776,589000
5518,350000
7575,197400
6477,267000
20281,480000
9450,650000
5000,600000
6265,490000
7700,225000
10115,640000
3427,710000
11805,325000
28001,595000
7004,128750
7300,465000
7625,710000
6000,605000
20445,994000
7326,489950
8160,365000
7212,359950
4774,495000
9039,255000
10276,330000
8394,450000
11306,655000
16362,485000
15909,375000
4534,570000
1022,350000
6000,550000
8652,513000
7320,450000
1856,432500
329903,432000
8892,480000
6980,402200
10227,650000
13044,1.20E+06
13250,312000
5821,610000
7722,823000
3750,471000
5511,481015
23373,1.96E+06
11250,624000
7966,480000
8671,815000
20400,1.65E+06
18513,180000
9750,156601
4650,374950
4680,368000
3952,550000
6318,198000
7200,345000
6572,1.71E+06
10890,185900
18029,950000
13551,995000
8250,345000
10125,741000
9772,737000
6420,668750
8625,575000
5440,280000
10050,583000
9600,196000
7496,349950
3333,429000
10320,270000
7416,385000
5000,535000
10269,352500
5200,624000
7958,215000
21780,870000
8256,440000
1149,518000
7589,259500
91158,795127
9000,290000
7700,385000
6542,259950
2915,330000
7480,280000
20011,595000
7828,925900
9600,499000
7762,325000
20875,895000
8960,162248
21480,1.07E+06
5080,430000
5080,615500
5650,260000
42981,295000
6117,1.19E+06
2971,749950
5080,175000
5080,415000
8316,190000
3264,625000
21010,420000
9210,339900
23030,160000
5331,353000
14183,390000
9858,675000
3757,400000
5040,1.34E+06
11904,1.65E+06
9450,1.00E+06
28324,850000
6954,275000
2589,450000
12731,305000
3744,643002
4500,468000
5000,324950
7346,290000
10959,488500
8234,367950
6555,285000
52889,417000
31931,1.12E+06
17677,1.55E+06
33151,604000
8102,380000
5264,336500
6000,685000
21540,4.21E+06
16868,670000
2000,524000
10260,172000
3000,680000
213879,549900
49428,357000
5120,107000
5120,232900
3302,800000
1498,248500
6420,670000
21275,207000
8250,164000
1800,570500
9162,599990
9599,395000
361548,979500
5546,207000
5546,237000
60872,650100
7350,385000
11437,335000
10026,347000
8000,204000
10260,615000
10890,943500
7333,560000
7254,547500
7210,359500
35640,660000
7540,258000
22693,355000
4800,253500
8920,422500
2052,239000
8521,628000
1957,352000
1196,311600
7245,235000
9525,870000
7904,190848
5080,570000
6250,661254
5000,575000
5360,230000
9914,680000
8261,148000
8261,244900
6600,214950
6250,580000
7885,263000
11375,317000
13500,302000
6978,899000
11394,1.29E+06
136915,710000
9310,230000
5200,430000
13252,1.17E+06
6380,397000
8300,595000
10089,485000
24300,755000
8100,185000
8100,340000
5827,236000
7549,550000
5720,680000
8706,630000
3477,560000
6600,385000
1141,280000
7490,225000
29110,610000
6750,592500
7634,750000
4875,164000
8281,320000
3974,544000
7500,344950
12476,539500
60548,420000
22725,305000
5100,229000
9938,1.07E+06
1383,397500
8402,540000
10186,650000
13237,1.90E+06
280962,649000
67953,287500
4743,815000
8630,795000
9840,502775
6411,222900
64694,399950
13684,728000
65556,850000
17856,525000
7850,257000
3360,433500
9623,314950
14633,500000
8911,300000
18653,645000
10125,222500
8099,275000
6570,498000
75794,800000
8234,297000
6000,625000
6187,770000
4635,517000
6350,238000
15375,234550
7245,230500
16777,585000
3876,733000
3880,357950
3680,530000
10720,377500
10046,475000
73616,399000
5750,660000
10488,400000
4850,440000
14383,366400
10677,627250
7560,375950
6750,162000
2600,780000
4316,705000
15233,450000
7880,311000
6065,485000
11034,485000
6000,725000
17040,185000
9345,1.89E+06
7423,260000
5074,356000
7220,225205
8910,445000
4095,356000
8250,760250
5143,572000
9950,970000
8628,348450
40250,535500
9600,710000
9800,745000
8265,355000
5505,333000
6000,282000
5400,840500
8134,432000
4800,625000
6134,209977
13531,174000
8540,740000
4500,518000
3225,539000
9600,575000
976,530000
54014,242025
11200,1.03E+06
7500,230000
7500,350000
11520,595000
6829,440000
6000,550000
5940,940000
1751,375000
4592,567500
50800,735000
5200,114000
3600,608000
47419,442500
5250,381800
3978,330000
2640,90000
8625,312000
8100,339000
8000,313000
6500,618080
8755,325000
7620,242000
7311,364000
5750,545000
16173,445000
10830,1.09E+06
10000,660000
35610,845000
4000,417000
5200,213800
6200,400000
7560,759950
5930,990000
10250,710000
4600,315000
14810,515000
3729,638000
8100,370000
14850,184000
6600,583800
7320,309500
31353,1.96E+06
5000,299000
7200,215000
10500,410000
6000,478000
6500,431000
35430,635000
12000,648000
11172,640000
6705,932808
6815,835000
7020,469775
52595,587000
3600,677915
9200,1.08E+06
5700,671000
9780,695000
13320,205000
7200,350000
7930,360000
4198,313999
7225,300000
11747,452000
57934,495500
40500,288000
7194,227490
16420,470950
4187,735000
4400,730000
7000,412000
6326,589500
8636,291000
7680,1.30E+06
10458,190000
7733,456200
8470,225000
21064,2.00E+06
15091,740000
5511,467000
7554,385000
4763,670000
5760,500000
6000,352450
7591,669888
7300,405000
8000,518000
6288,280000
2375,435000
9732,314950
3003,209900
31705,630000
12688,442000
13440,340000
6956,230000
22120,495200
6745,900000
4600,265000
65558,489500
44866,335000
12700,585000
7200,800000
53578,379500
8000,475000
8800,520000
4338,515000
5515,577500
9672,269900
5952,329000
1920,458500
11171,890000
7334,361500
10626,2.54E+06
8374,325000
6000,1.85E+06
13367,945000
4244,370000
7111,320000
4908,450000
18303,800000
3825,676000
5000,1.27E+06
7980,290000
8925,158000
9389,379950
4000,583000
5700,150000
6992,261500
3777,278000
7140,555000
8173,355000
6650,375000
12681,227000
103672,335000
23900,680000
5025,686500
26642,410000
13300,425000
7549,562500
6976,345000
11500,627500
36300,355000
5876,335000
4228,350000
58370,590000
6788,252000
9270,1.30E+06
5001,705000
8400,498000
7227,312500
5375,260000
9600,209950
10402,610000
7100,500000
7050,850000
11700,689000
4680,470000
5175,640000
7200,290000
9000,258500
7597,1.10E+06
22320,420000
9083,230000
6865,252000
4506,515000
4635,425000
2320,575000
5160,390000
9800,561500
3728,1.35E+06
7830,835000
15000,245000
3980,475200
5024,425000
7755,218000
6536,600000
7210,545000
23250,2.41E+06
5050,460000
6413,425000
8360,455000
12821,313100
59863,780000
9682,345500
8034,243000
9600,670000
7560,325000
12500,281000
5100,130000
9798,340000
51396,485000
6398,642860
4800,747000
7200,559950
7200,577288
2726,575000
6000,287000
9889,1.15E+06
8900,335000
12500,375000
14823,325000
220414,530000
7081,287000
7000,320000
4400,425000
6009,550000
8450,135000
5687,695000
9648,975000
28710,210000
8768,518000
6780,335500
7020,750000
12000,515000
5453,344500
6723,470000
9848,606150
7712,292000
426452,450000
5043,429000
38119,765000
2500,425000
5340,505000
7371,544950
4840,382000
25157,475000
4790,355000
9000,410000
5008,450000
9066,565000
6528,529100
6454,452500
8000,245000
2550,415000
15899,610000
9702,363500
12630,510000
28298,650000
9015,290000
6750,170000
5280,510000
307752,2.28E+06
7379,316000
13463,690000
5200,199950
7740,207000
8400,449950
257875,361550
57538,824000
10050,537000
9525,838400
4758,225000
5198,329900
34925,282500
11960,229950
12059,500000
6557,495000
9450,149500
10033,726000
10295,899000
8925,317000
3000,395000
6740,360000
6738,570000
5000,320000
30185,320000
4564,268000
3400,191000
7440,400000
5000,515000
9010,610000
